"type","epoch","batch","shot","sparsity_mode","sparsity_value","loss","iou_cup","iou_disc"
"TR","0","87","13","contour skeleton region point grid contour skeleton region point grid contour skeleton region","0.66 0.816 0.207 44 0.719 0.402 0.98 0.952 13 0.934 0.512 0.853 0.344","0.2828899919986725","null","null"
"TR","0","88","12","contour skeleton region point grid contour skeleton region point grid contour skeleton","0.316 0.74 0.934 37 0.179 0.559 0.147 0.965 20 0.615 0.14 0.946","0.2731610834598541","null","null"
"TR","0","89","1","contour","0.6","0.28056105971336365","null","null"
"TR","0","90","2","skeleton region","0.199 0.227","0.37415745854377747","null","null"
"TR","0","91","13","grid contour skeleton region point grid contour skeleton region point grid contour skeleton","0.434 0.819 0.833 0.231 22 0.555 0.23 0.547 0.758 17 0.812 0.231 0.458","0.2755538821220398","null","null"
"TR","0","92","11","point grid contour skeleton region point grid contour skeleton region point","33 0.127 0.971 0.954 0.911 14 0.623 0.507 0.197 0.348 12","0.3248521685600281","null","null"
"TR","0","93","16","point grid contour skeleton region point grid contour skeleton region point grid contour skeleton region point","24 0.545 0.935 0.501 0.529 31 0.164 0.167 0.768 0.716 12 0.391 0.166 0.352 0.874 33","0.2323336899280548","null","null"
"TR","0","94","5","skeleton region point grid contour","0.464 0.924 20 0.296 0.967","0.30459314584732056","null","null"
"TR","0","95","16","grid contour skeleton region point grid contour skeleton region point grid contour skeleton region point grid","0.321 0.801 0.399 0.157 49 0.536 0.459 0.928 0.576 50 0.869 0.353 0.714 0.408 27 0.706","0.35144054889678955","null","null"
"TR","0","96","10","point grid contour skeleton region point grid contour skeleton region","39 0.111 0.17 0.613 0.576 40 0.396 0.714 0.676 0.289","0.22233860194683075","null","null"
"TR","0","97","11","skeleton region point grid contour skeleton region point grid contour skeleton","0.788 0.184 19 0.922 0.791 0.802 0.806 48 0.162 0.131 0.889","0.24470865726470947","null","null"
"TR","0","98","2","region point","0.793 12","0.37703973054885864","null","null"
"TR","0","99","8","contour skeleton region point grid contour skeleton region","0.889 0.927 0.731 24 0.75 0.696 0.475 0.712","0.2658763527870178","null","null"
"TR","1","0","6","point grid contour skeleton region point","7 0.873 0.964 0.37 0.728 19","0.2817167043685913","null","null"
"TR","1","1","6","point grid contour skeleton region point","32 0.328 0.103 0.867 0.275 41","0.30835509300231934","null","null"
"TR","1","2","17","contour skeleton region point grid contour skeleton region point grid contour skeleton region point grid contour skeleton","0.516 0.729 0.26 33 0.348 0.886 0.76 0.631 40 0.194 0.877 0.678 0.847 44 0.852 0.324 0.599","0.2762478291988373","null","null"
"TR","1","3","16","point grid contour skeleton region point grid contour skeleton region point grid contour skeleton region point","24 0.545 0.935 0.501 0.529 31 0.164 0.167 0.768 0.716 12 0.391 0.166 0.352 0.874 33","0.1791123002767563","null","null"
