"type","epoch","batch","shot","sparsity_mode","sparsity_value","loss","iou_cup","iou_disc"
"TR","0","0","8","grid contour skeleton region point grid contour skeleton","0.5 0.799 0.584 0.437 8 0.54 0.385 0.688","1.7929630279541016","null","null"
"TR","0","1","17","contour skeleton region point grid contour skeleton region point grid contour skeleton region point grid contour skeleton","0.516 0.729 0.26 33 0.348 0.886 0.76 0.631 40 0.194 0.877 0.678 0.847 44 0.852 0.324 0.599","1.0823438167572021","null","null"
"TR","0","2","7","skeleton region point grid contour skeleton region","0.576 0.615 13 0.869 0.608 0.623 0.375","0.8772778511047363","null","null"
"TR","0","3","5","grid contour skeleton region point","0.809 0.47 0.352 0.271 11","0.61038738489151","null","null"
"TR","0","4","6","point grid contour skeleton region point","7 0.873 0.964 0.37 0.728 19","0.6447872519493103","null","null"
"TR","0","5","10","contour skeleton region point grid contour skeleton region point grid","0.317 0.12 0.128 13 0.531 0.151 0.565 0.68 9 0.66","0.6940454840660095","null","null"
"TR","0","6","17","point grid contour skeleton region point grid contour skeleton region point grid contour skeleton region point grid","7 0.699 0.636 0.238 0.752 6 0.934 0.671 0.9 0.807 38 0.511 0.193 0.516 0.372 41 0.822","0.5619277358055115","null","null"
"TR","0","7","14","grid contour skeleton region point grid contour skeleton region point grid contour skeleton region","0.13 0.999 0.824 0.44 23 0.337 0.754 0.24 0.913 36 0.837 0.667 0.989 0.521","0.7117300033569336","null","null"
"TR","0","8","13","point grid contour skeleton region point grid contour skeleton region point grid contour","14 0.295 0.359 0.839 0.48 26 0.328 0.938 0.39 0.662 6 0.689 0.447","0.5606293082237244","null","null"
"TR","0","9","12","region point grid contour skeleton region point grid contour skeleton region point","0.17 11 0.703 0.997 0.601 0.849 28 0.272 0.545 0.172 0.675 8","0.41757187247276306","null","null"
"TR","0","10","2","skeleton region","0.655 0.922","1.0506675243377686","null","null"
"TR","0","11","5","grid contour skeleton region point","0.677 0.328 0.996 0.847 19","0.3789414167404175","null","null"
"TR","0","12","2","skeleton region","0.155 0.953","0.5518100261688232","null","null"
"TR","0","13","16","region point grid contour skeleton region point grid contour skeleton region point grid contour skeleton region","0.422 15 0.833 0.831 0.945 0.643 5 0.19 0.169 0.979 0.303 39 0.998 0.98 0.805 0.685","0.5260275602340698","null","null"
"TR","0","14","8","grid contour skeleton region point grid contour skeleton","0.145 0.209 0.937 0.132 24 0.548 0.84 0.325","0.41795802116394043","null","null"
"TR","0","15","6","grid contour skeleton region point grid","0.38 0.205 0.131 0.398 19 0.705","0.41433197259902954","null","null"
"TR","0","16","3","contour skeleton region","0.116 0.577 0.465","0.39483994245529175","null","null"
"TR","0","17","13","contour skeleton region point grid contour skeleton region point grid contour skeleton region","0.57 0.263 0.709 48 0.248 0.962 0.932 0.741 29 0.773 0.684 0.202 0.593","0.5394188761711121","null","null"
"TR","0","18","11","grid contour skeleton region point grid contour skeleton region point grid","0.182 0.128 0.905 0.641 5 0.244 0.215 0.523 0.427 18 0.613","0.6065765619277954","null","null"
"TR","0","19","14","grid contour skeleton region point grid contour skeleton region point grid contour skeleton region","0.987 0.465 0.826 0.648 25 0.72 0.887 0.534 0.733 26 0.251 0.223 0.874 0.43","0.45644044876098633","null","null"
"TR","0","20","14","skeleton region point grid contour skeleton region point grid contour skeleton region point grid","0.128 0.22 16 0.487 0.674 0.269 0.157 40 0.838 0.685 0.608 0.277 31 0.124","0.36885693669319153","null","null"
"TR","0","21","11","point grid contour skeleton region point grid contour skeleton region point","18 0.127 0.666 0.199 0.923 44 0.472 0.576 0.458 0.449 24","0.39419859647750854","null","null"
"TR","0","22","18","skeleton region point grid contour skeleton region point grid contour skeleton region point grid contour skeleton region point","0.819 0.377 30 0.605 0.914 0.47 0.886 47 0.195 0.594 0.198 0.531 36 0.931 0.431 0.428 0.145 50","0.3639443516731262","null","null"
"TR","0","23","6","point grid contour skeleton region point","32 0.328 0.103 0.867 0.275 41","0.3487236797809601","null","null"
"TR","0","24","14","skeleton region point grid contour skeleton region point grid contour skeleton region point grid","0.463 0.164 25 0.736 0.98 0.994 0.283 42 0.539 0.65 0.716 0.455 12 0.566","0.35643646121025085","null","null"
"TR","0","25","12","grid contour skeleton region point grid contour skeleton region point grid contour","0.136 0.407 0.313 0.373 6 0.773 0.776 0.164 0.963 24 0.748 0.633","0.4149794578552246","null","null"
"TR","0","26","8","skeleton region point grid contour skeleton region point","0.968 0.926 30 0.71 0.569 0.577 0.615 13","0.43222054839134216","null","null"
"TR","0","27","15","skeleton region point grid contour skeleton region point grid contour skeleton region point grid contour","0.283 0.345 17 0.909 0.327 0.996 0.339 7 0.984 0.896 0.403 0.163 9 0.548 0.655","0.3436948359012604","null","null"
"TR","0","28","17","point grid contour skeleton region point grid contour skeleton region point grid contour skeleton region point grid","29 0.221 0.96 0.314 0.312 44 0.814 0.391 0.304 0.517 41 0.507 0.527 0.333 0.196 18 0.425","0.367817759513855","null","null"
"TR","0","29","7","grid contour skeleton region point grid contour","0.488 0.987 0.138 0.74 48 0.101 0.731","0.5623847842216492","null","null"
"TR","0","30","1","region","0.179","0.36544492840766907","null","null"
"TR","0","31","6","grid contour skeleton region point grid","0.899 0.417 0.593 0.16 36 0.319","0.3231033682823181","null","null"
"TR","0","32","13","region point grid contour skeleton region point grid contour skeleton region point grid","0.286 11 0.242 0.759 0.61 0.366 44 0.467 0.6 0.557 0.657 18 0.62","0.3414193093776703","null","null"
"TR","0","33","16","skeleton region point grid contour skeleton region point grid contour skeleton region point grid contour skeleton","0.248 0.158 16 0.762 0.728 0.218 0.667 33 0.589 0.843 0.35 0.328 19 0.124 0.724 0.514","0.3388858437538147","null","null"
"TR","0","34","17","region point grid contour skeleton region point grid contour skeleton region point grid contour skeleton region point","0.372 36 0.505 0.306 0.138 0.607 17 0.292 0.702 0.595 0.49 37 0.827 0.376 0.628 0.531 45","0.393654465675354","null","null"
"TR","0","35","17","skeleton region point grid contour skeleton region point grid contour skeleton region point grid contour skeleton region","0.504 0.926 27 0.422 0.98 0.587 0.111 32 0.13 0.279 0.57 0.403 18 0.778 0.203 0.104 0.256","0.428091436624527","null","null"
"TR","0","36","1","contour","0.981","0.29154834151268005","null","null"
"TR","0","37","17","point grid contour skeleton region point grid contour skeleton region point grid contour skeleton region point grid","30 0.624 0.209 0.269 0.439 23 0.604 0.415 0.885 0.469 28 0.872 0.9 0.188 0.292 15 0.685","0.30795297026634216","null","null"
"TR","0","38","10","skeleton region point grid contour skeleton region point grid contour","0.391 0.605 31 0.247 0.247 0.329 0.635 22 0.971 0.625","0.3692898452281952","null","null"
"TR","0","39","1","contour","0.266","0.32547494769096375","null","null"
"TR","0","40","8","skeleton region point grid contour skeleton region point","0.832 0.609 10 0.681 0.672 0.375 0.274 38","0.36741405725479126","null","null"
"TR","0","41","15","skeleton region point grid contour skeleton region point grid contour skeleton region point grid contour","0.941 0.864 39 0.693 0.791 0.53 0.258 23 0.166 0.573 0.285 0.428 43 0.459 0.969","0.2947266697883606","null","null"
"TR","0","42","9","grid contour skeleton region point grid contour skeleton region","0.255 0.837 0.201 0.945 35 0.546 0.825 0.907 0.664","0.19722552597522736","null","null"
"TR","0","43","19","point grid contour skeleton region point grid contour skeleton region point grid contour skeleton region point grid contour skeleton","26 0.912 0.289 0.44 0.48 14 0.769 0.754 0.344 0.367 44 0.423 0.533 0.859 0.699 18 0.113 0.141 0.959","0.21697524189949036","null","null"
"TR","0","44","14","skeleton region point grid contour skeleton region point grid contour skeleton region point grid","0.14 0.215 27 0.28 0.542 0.668 0.737 6 0.444 0.694 0.596 0.537 17 0.615","0.2829529345035553","null","null"
"TR","0","45","6","point grid contour skeleton region point","34 0.443 0.675 0.135 0.468 22","0.29661592841148376","null","null"
"TR","0","46","11","grid contour skeleton region point grid contour skeleton region point grid","0.408 0.416 0.811 0.535 9 0.783 0.436 0.606 0.833 43 0.684","0.32597440481185913","null","null"
"TR","0","47","18","contour skeleton region point grid contour skeleton region point grid contour skeleton region point grid contour skeleton region","0.586 0.148 0.41 7 0.16 0.787 0.182 0.457 32 0.108 0.555 0.351 0.601 29 0.608 0.457 0.237 0.566","0.25756266713142395","null","null"
"TR","0","48","8","contour skeleton region point grid contour skeleton region","0.914 0.678 0.423 25 0.139 0.229 0.766 0.694","0.28163862228393555","null","null"
"TR","0","49","4","grid contour skeleton region","0.969 0.138 0.623 0.302","0.2873822748661041","null","null"
"TR","0","50","8","point grid contour skeleton region point grid contour","16 0.924 0.519 0.248 0.803 32 0.817 0.569","0.3042328953742981","null","null"
"TR","0","51","4","region point grid contour","0.932 14 0.106 0.282","0.2506936192512512","null","null"
"TR","0","52","8","region point grid contour skeleton region point grid","0.933 35 0.561 0.119 0.525 0.564 17 0.72","0.20666083693504333","null","null"
"TR","0","53","10","contour skeleton region point grid contour skeleton region point grid","0.314 0.334 0.349 14 0.238 0.649 0.588 0.888 10 0.337","0.39879101514816284","null","null"
"TR","0","54","14","point grid contour skeleton region point grid contour skeleton region point grid contour skeleton","30 0.931 0.841 0.462 0.472 20 0.413 0.593 0.227 0.567 37 0.746 0.299 0.821","0.2517743706703186","null","null"
"TR","0","55","12","point grid contour skeleton region point grid contour skeleton region point grid","32 0.926 0.554 0.697 0.817 26 0.209 0.579 0.958 0.881 37 0.233","0.29577356576919556","null","null"
"TR","0","56","10","point grid contour skeleton region point grid contour skeleton region","25 0.778 0.565 0.788 0.261 38 0.513 0.457 0.398 0.153","0.27738043665885925","null","null"
"TR","0","57","13","point grid contour skeleton region point grid contour skeleton region point grid contour","6 0.594 0.165 0.931 0.213 27 0.464 0.191 0.866 0.737 21 0.273 0.461","0.18866804242134094","null","null"
"TR","0","58","9","contour skeleton region point grid contour skeleton region point","0.496 0.823 0.702 41 0.544 0.654 0.437 0.981 28","0.3302971422672272","null","null"
"TR","0","59","1","region","0.843","0.3094139099121094","null","null"
"TR","0","60","14","contour skeleton region point grid contour skeleton region point grid contour skeleton region point","0.122 0.99 0.114 45 0.633 0.763 0.57 0.934 45 0.817 0.228 0.192 0.657 9","0.21328139305114746","null","null"
"TR","0","61","11","grid contour skeleton region point grid contour skeleton region point grid","0.436 0.911 0.916 0.469 24 0.118 0.705 0.752 0.13 42 0.543","0.26454484462738037","null","null"
"TR","0","62","14","region point grid contour skeleton region point grid contour skeleton region point grid contour","0.558 19 0.383 0.366 0.141 0.27 31 0.429 0.936 0.89 0.149 34 0.813 0.43","0.28393056988716125","null","null"
"TR","0","63","19","grid contour skeleton region point grid contour skeleton region point grid contour skeleton region point grid contour skeleton region","0.237 0.951 0.727 0.38 24 0.788 0.452 0.787 0.384 38 0.74 0.284 0.584 0.636 8 0.764 0.903 0.753 0.209","0.2695884108543396","null","null"
"TR","0","64","7","grid contour skeleton region point grid contour","0.825 0.565 0.576 0.515 48 0.239 0.583","0.2477925717830658","null","null"
"TR","0","65","10","grid contour skeleton region point grid contour skeleton region point","0.996 0.303 0.553 0.498 46 0.279 0.143 0.476 0.83 44","0.24367275834083557","null","null"
"TR","0","66","13","contour skeleton region point grid contour skeleton region point grid contour skeleton region","0.148 0.587 0.186 6 0.261 0.306 0.771 0.33 27 0.803 0.417 0.392 0.824","0.29573696851730347","null","null"
"TR","0","67","14","point grid contour skeleton region point grid contour skeleton region point grid contour skeleton","13 0.303 0.965 0.659 0.999 7 0.351 0.857 0.179 0.11 29 0.976 0.194 0.255","0.2235420197248459","null","null"
"TR","0","68","10","contour skeleton region point grid contour skeleton region point grid","0.322 0.217 0.352 29 0.844 0.533 0.127 0.317 23 0.839","0.20678141713142395","null","null"
"TR","0","69","3","grid contour skeleton","0.479 0.692 0.818","0.3702789545059204","null","null"
"TR","0","70","17","region point grid contour skeleton region point grid contour skeleton region point grid contour skeleton region point","0.136 18 0.49 0.382 0.768 0.66 30 0.969 0.278 0.78 0.136 16 0.535 0.981 0.273 0.23 12","0.29900428652763367","null","null"
"TR","0","71","6","point grid contour skeleton region point","47 0.715 0.516 0.391 0.527 29","0.18759556114673615","null","null"
"TR","0","72","1","contour","0.979","0.31754225492477417","null","null"
"TR","0","73","16","skeleton region point grid contour skeleton region point grid contour skeleton region point grid contour skeleton","0.548 0.479 35 0.412 0.87 0.568 0.262 47 0.43 0.405 0.915 0.564 11 0.428 0.533 0.455","0.2901018261909485","null","null"
"TR","0","74","1","point","10","0.4608027935028076","null","null"
"TR","0","75","17","point grid contour skeleton region point grid contour skeleton region point grid contour skeleton region point grid","15 0.772 0.789 0.145 0.857 21 0.662 0.116 0.212 0.581 29 0.653 0.362 0.451 0.796 37 0.247","0.28067412972450256","null","null"
"TR","0","76","18","region point grid contour skeleton region point grid contour skeleton region point grid contour skeleton region point grid","0.173 18 0.175 0.479 0.921 0.592 39 0.434 0.275 0.421 0.464 14 0.623 0.233 0.981 0.964 42 0.74","0.19106313586235046","null","null"
"TR","0","77","7","contour skeleton region point grid contour skeleton","0.928 0.403 0.68 22 0.598 0.421 0.279","0.23035474121570587","null","null"
"TR","0","78","15","skeleton region point grid contour skeleton region point grid contour skeleton region point grid contour","0.682 0.285 44 0.512 0.574 0.185 0.152 16 0.716 0.872 0.886 0.71 43 0.985 0.145","0.21801741421222687","null","null"
"TR","0","79","2","grid contour","0.708 0.614","0.3069337010383606","null","null"
"TR","0","80","9","grid contour skeleton region point grid contour skeleton region","0.299 0.474 0.73 0.378 19 0.481 0.369 0.164 0.784","0.25905534625053406","null","null"
"TR","0","81","19","point grid contour skeleton region point grid contour skeleton region point grid contour skeleton region point grid contour skeleton","48 0.757 0.336 0.534 0.202 34 0.675 0.555 0.254 0.517 14 0.782 0.534 0.588 0.734 48 0.198 0.117 0.115","0.17478303611278534","null","null"
"TR","0","82","19","region point grid contour skeleton region point grid contour skeleton region point grid contour skeleton region point grid contour","0.627 38 0.384 0.471 0.544 0.536 47 0.618 0.165 0.274 0.101 11 0.566 0.624 0.916 0.503 32 0.22 0.645","0.20480886101722717","null","null"
"TR","0","83","13","skeleton region point grid contour skeleton region point grid contour skeleton region point","0.279 0.426 17 0.444 0.578 0.287 0.463 12 0.26 0.43 0.781 0.378 40","0.24516120553016663","null","null"
"TR","0","84","1","point","7","0.7356921434402466","null","null"
"TR","0","85","11","contour skeleton region point grid contour skeleton region point grid contour","0.888 0.699 0.681 8 0.192 0.451 0.856 0.103 36 0.622 0.832","0.2840951383113861","null","null"
"TR","0","86","1","point","29","0.2888050675392151","null","null"
"TR","0","87","13","contour skeleton region point grid contour skeleton region point grid contour skeleton region","0.66 0.816 0.207 44 0.719 0.402 0.98 0.952 13 0.934 0.512 0.853 0.344","0.26261189579963684","null","null"
"TR","0","88","12","contour skeleton region point grid contour skeleton region point grid contour skeleton","0.316 0.74 0.934 37 0.179 0.559 0.147 0.965 20 0.615 0.14 0.946","0.25942525267601013","null","null"
"TR","0","89","1","contour","0.6","0.2635593116283417","null","null"
