"type","epoch","batch","shot","sparsity_mode","sparsity_value","loss","iou_cup","iou_disc"
"VL","11","1","5","point","25","0.28988367319107056","0.461","0.82"
"VL","11","2","5","point","37","0.43564361333847046","0.5163","0.7603"
"VL","11","3","5","grid","0.25","0.3614228367805481","0.5677","0.8039"
"VL","11","4","5","grid","0.5","0.3214351534843445","0.6537","0.7715"
"VL","11","5","5","grid","0.75","0.3308457136154175","0.5004","0.8105"
"VL","11","6","5","contour","0.25","0.29999840259552","0.4651","0.8319"
"VL","11","7","5","contour","0.5","0.37733563780784607","0.3624","0.8248"
"VL","11","8","5","contour","0.75","0.4080606997013092","0.5146","0.7648"
"VL","11","9","5","skeleton","0.25","0.23283608257770538","0.6661","0.8376"
"VL","11","10","5","skeleton","0.5","0.3085451126098633","0.5497","0.7754"
"VL","11","11","5","skeleton","0.75","0.22963154315948486","0.6445","0.8547"
"VL","11","12","5","region","0.25","0.3856050372123718","0.3933","0.8129"
"VL","11","13","5","region","0.5","0.2876162528991699","0.5511","0.8127"
"VL","11","14","5","region","0.75","0.34252703189849854","0.5199","0.8099"
"VL","11","15","10","point","13","0.3063046932220459","0.4859","0.8419"
"VL","11","16","10","point","25","0.3005908131599426","0.6055","0.8095"
"VL","11","17","10","point","37","0.24932928383350372","0.6285","0.8543"
"VL","11","18","10","grid","0.25","0.2803976535797119","0.5715","0.8302"
"VL","11","19","10","grid","0.5","0.30290287733078003","0.6444","0.8258"
"VL","11","20","10","grid","0.75","0.3324083387851715","0.4769","0.832"
"VL","11","21","10","contour","0.25","0.36349034309387207","0.4373","0.8169"
"VL","11","22","10","contour","0.5","0.4698844850063324","0.3678","0.7723"
"VL","11","23","10","contour","0.75","0.4009602665901184","0.397","0.7781"
"VL","11","24","10","skeleton","0.25","0.2964960038661957","0.5507","0.8129"
"VL","11","25","10","skeleton","0.5","0.18120518326759338","0.6399","0.8654"
"VL","11","26","10","skeleton","0.75","0.27922412753105164","0.5135","0.8301"
"VL","11","27","10","region","0.25","0.32078707218170166","0.6253","0.8167"
"VL","11","28","10","region","0.5","0.27769333124160767","0.639","0.8175"
"VL","11","29","10","region","0.75","0.3083699643611908","0.5452","0.8235"
"VL","11","30","15","point","13","0.2847820222377777","0.5865","0.8131"
"VL","11","31","15","point","25","0.2328018844127655","0.637","0.8546"
"VL","11","32","15","point","37","0.3421207070350647","0.5195","0.788"
"VL","11","33","15","grid","0.25","0.3910970091819763","0.5101","0.7985"
"VL","11","34","15","grid","0.5","0.3390915095806122","0.5572","0.8245"
"VL","11","35","15","grid","0.75","0.35154449939727783","0.4719","0.8044"
"VL","11","36","15","contour","0.25","0.29615330696105957","0.5222","0.8638"
"VL","11","37","15","contour","0.5","0.3968948721885681","0.4138","0.761"
"VL","11","38","15","contour","0.75","0.3400239646434784","0.4505","0.826"
"VL","11","39","15","skeleton","0.25","0.33410802483558655","0.5213","0.7906"
"VL","11","40","15","skeleton","0.5","0.2570050358772278","0.6668","0.8365"
"VL","11","41","15","skeleton","0.75","0.37105128169059753","0.4055","0.7898"
"VL","11","42","15","region","0.25","0.3022823929786682","0.66","0.8204"
"VL","11","43","15","region","0.5","0.24760714173316956","0.5954","0.8373"
"VL","11","44","15","region","0.75","0.27248936891555786","0.5034","0.8078"
"VL","11","45","5","point","13","0.43793168663978577","0.4578","0.7845"
"VL","11","46","5","point","25","0.5286239385604858","0.3785","0.7687"
"VL","11","47","5","point","37","0.5280676484107971","0.3821","0.7472"
"VL","11","48","5","grid","0.25","0.5375844240188599","0.4033","0.7638"
"VL","11","49","5","grid","0.5","0.46799468994140625","0.5194","0.7671"
"VL","11","50","5","grid","0.75","0.4370637834072113","0.5401","0.7647"
"VL","11","51","5","contour","0.25","0.6420778036117554","0.2405","0.7361"
"VL","11","52","5","contour","0.5","0.48200827836990356","0.489","0.786"
"VL","11","53","5","contour","0.75","0.6025083661079407","0.2572","0.8125"
"VL","11","54","5","skeleton","0.25","0.546174168586731","0.4478","0.7551"
"VL","11","55","5","skeleton","0.5","0.5879480838775635","0.3666","0.7348"
"VL","11","56","5","skeleton","0.75","0.4399830400943756","0.548","0.786"
"VL","11","57","5","region","0.25","0.5214927196502686","0.4593","0.7692"
"VL","11","58","5","region","0.5","0.49765682220458984","0.4414","0.7652"
"VL","11","59","5","region","0.75","0.42352232336997986","0.5115","0.7779"
"VL","11","60","10","point","13","0.5511740446090698","0.3419","0.7506"
"VL","11","61","10","point","25","0.4892134666442871","0.5095","0.7731"
"VL","11","62","10","point","37","0.49355369806289673","0.4015","0.7813"
"VL","11","63","10","grid","0.25","0.4650746285915375","0.5224","0.7678"
"VL","11","64","10","grid","0.5","0.5803723335266113","0.3734","0.7497"
"VL","11","65","10","grid","0.75","0.4385908246040344","0.5179","0.7883"
"VL","11","66","10","contour","0.25","0.5262436270713806","0.4347","0.7597"
"VL","11","67","10","contour","0.5","0.4925956130027771","0.3141","0.8147"
"VL","11","68","10","contour","0.75","0.5280702114105225","0.3782","0.7267"
"VL","11","69","10","skeleton","0.25","0.4839687943458557","0.4506","0.7573"
"VL","11","70","10","skeleton","0.5","0.4473695755004883","0.4551","0.7859"
"VL","11","71","10","skeleton","0.75","0.5917551517486572","0.3976","0.7556"
"VL","11","72","10","region","0.25","0.4499243199825287","0.5137","0.7839"
"VL","11","73","10","region","0.5","0.463151216506958","0.5095","0.758"
"VL","11","74","10","region","0.75","0.5660939812660217","0.3602","0.7443"
"VL","11","75","15","point","13","0.5622385144233704","0.3881","0.746"
"VL","11","76","15","point","25","0.5177129507064819","0.4367","0.7467"
"VL","11","77","15","point","37","0.39941173791885376","0.5194","0.8095"
"VL","11","78","15","grid","0.25","0.5304150581359863","0.3948","0.7711"
"VL","11","79","15","grid","0.5","0.47427812218666077","0.4312","0.805"
"VL","11","80","15","grid","0.75","0.4434508681297302","0.4831","0.7686"
"VL","11","81","15","contour","0.25","0.5588682293891907","0.3995","0.7437"
"VL","11","82","15","contour","0.5","0.6210650205612183","0.2585","0.764"
"VL","11","83","15","contour","0.75","0.6174233555793762","0.3026","0.7538"
"VL","11","84","15","skeleton","0.25","0.49881505966186523","0.5327","0.7775"
"VL","11","85","15","skeleton","0.5","0.5189861059188843","0.342","0.7508"
"VL","11","86","15","skeleton","0.75","0.48173198103904724","0.3635","0.7991"
"VL","11","87","15","region","0.25","0.38025301694869995","0.5995","0.8062"
"VL","11","88","15","region","0.5","0.5847550630569458","0.4617","0.7271"
"VL","11","89","15","region","0.75","0.41823911666870117","0.5597","0.7795"
"VL","11","90","5","point","13","0.34492430090904236","0.5743","0.8276"
"VL","11","91","5","point","25","0.36542588472366333","0.6722","0.832"
"VL","11","92","5","point","37","0.3337400257587433","0.6108","0.8359"
"VL","11","93","5","grid","0.25","0.44515591859817505","0.5609","0.8156"
"VL","11","94","5","grid","0.5","0.3093789219856262","0.6996","0.8457"
"VL","11","95","5","grid","0.75","0.35292819142341614","0.6059","0.8296"
"VL","11","96","5","contour","0.25","0.4330139756202698","0.6301","0.8285"
"VL","11","97","5","contour","0.5","0.375434011220932","0.6243","0.8124"
"VL","11","98","5","contour","0.75","0.3921310007572174","0.6142","0.7814"
"VL","11","99","5","skeleton","0.25","0.36986416578292847","0.6624","0.8576"
"VL","11","100","5","skeleton","0.5","0.3460056185722351","0.6366","0.8291"
"VL","11","101","5","skeleton","0.75","0.35181158781051636","0.5936","0.828"
"VL","11","102","5","region","0.25","0.3326461911201477","0.6208","0.827"
"VL","11","103","5","region","0.5","0.3933901786804199","0.5955","0.8339"
"VL","11","104","5","region","0.75","0.31852588057518005","0.6856","0.8478"
"VL","11","105","10","point","13","0.39387306571006775","0.5899","0.8407"
"VL","11","106","10","point","25","0.36128464341163635","0.6171","0.8283"
"VL","11","107","10","point","37","0.36167630553245544","0.6731","0.832"
"VL","11","108","10","grid","0.25","0.31121641397476196","0.6719","0.8433"
"VL","11","109","10","grid","0.5","0.36242935061454773","0.5676","0.8294"
"VL","11","110","10","grid","0.75","0.3237289786338806","0.611","0.8546"
"VL","11","111","10","contour","0.25","0.4173838198184967","0.6378","0.7901"
"VL","11","112","10","contour","0.5","0.37889721989631653","0.6625","0.8027"
"VL","11","113","10","contour","0.75","0.43666964769363403","0.572","0.8405"
"VL","11","114","10","skeleton","0.25","0.39088770747184753","0.5565","0.8262"
"VL","11","115","10","skeleton","0.5","0.3647565245628357","0.638","0.8391"
"VL","11","116","10","skeleton","0.75","0.36187130212783813","0.5954","0.8274"
"VL","11","117","10","region","0.25","0.2898792028427124","0.6775","0.8571"
"VL","11","118","10","region","0.5","0.3334506154060364","0.5887","0.8404"
"VL","11","119","10","region","0.75","0.37478122115135193","0.623","0.811"
"VL","11","120","15","point","13","0.33164075016975403","0.6101","0.8348"
"VL","11","121","15","point","25","0.3589724004268646","0.6411","0.8281"
"VL","11","122","15","point","37","0.32927602529525757","0.6459","0.8427"
"VL","11","123","15","grid","0.25","0.3734164834022522","0.6155","0.8285"
"VL","11","124","15","grid","0.5","0.3317996859550476","0.6501","0.8386"
"VL","11","125","15","grid","0.75","0.34618833661079407","0.6438","0.83"
"VL","11","126","15","contour","0.25","0.3709893822669983","0.6355","0.8244"
"VL","11","127","15","contour","0.5","0.39724016189575195","0.5893","0.8075"
"VL","11","128","15","contour","0.75","0.38700124621391296","0.6777","0.817"
"VL","11","129","15","skeleton","0.25","0.34299495816230774","0.616","0.8472"
"VL","11","130","15","skeleton","0.5","0.3946021795272827","0.5825","0.8271"
"VL","11","131","15","skeleton","0.75","0.3476514220237732","0.6292","0.8353"
"VL","11","132","15","region","0.25","0.3306850790977478","0.5402","0.8438"
"VL","11","133","15","region","0.5","0.3593108057975769","0.6268","0.8153"
"VL","11","134","15","region","0.75","0.31595200300216675","0.6677","0.8575"
"TR","12","0","12","region point grid contour skeleton region point grid contour skeleton region point","0.17 11 0.703 0.997 0.601 0.849 28 0.272 0.545 0.172 0.675 8","0.13727736473083496","null","null"
"TR","12","1","1","point","7","0.39223724603652954","null","null"
"TR","12","2","19","point grid contour skeleton region point grid contour skeleton region point grid contour skeleton region point grid contour skeleton","26 0.912 0.289 0.44 0.48 14 0.769 0.754 0.344 0.367 44 0.423 0.533 0.859 0.699 18 0.113 0.141 0.959","0.15209095180034637","null","null"
"TR","12","3","8","grid contour skeleton region point grid contour skeleton","0.145 0.209 0.937 0.132 24 0.548 0.84 0.325","0.1724618673324585","null","null"
"TR","12","4","17","contour skeleton region point grid contour skeleton region point grid contour skeleton region point grid contour skeleton","0.516 0.729 0.26 33 0.348 0.886 0.76 0.631 40 0.194 0.877 0.678 0.847 44 0.852 0.324 0.599","0.14572666585445404","null","null"
"TR","12","5","15","skeleton region point grid contour skeleton region point grid contour skeleton region point grid contour","0.283 0.345 17 0.909 0.327 0.996 0.339 7 0.984 0.896 0.403 0.163 9 0.548 0.655","0.14182357490062714","null","null"
"TR","12","6","13","contour skeleton region point grid contour skeleton region point grid contour skeleton region","0.148 0.587 0.186 6 0.261 0.306 0.771 0.33 27 0.803 0.417 0.392 0.824","0.1681623011827469","null","null"
"TR","12","7","17","skeleton region point grid contour skeleton region point grid contour skeleton region point grid contour skeleton region","0.504 0.926 27 0.422 0.98 0.587 0.111 32 0.13 0.279 0.57 0.403 18 0.778 0.203 0.104 0.256","0.1783735752105713","null","null"
"TR","12","8","10","contour skeleton region point grid contour skeleton region point grid","0.322 0.217 0.352 29 0.844 0.533 0.127 0.317 23 0.839","0.14745984971523285","null","null"
"TR","12","9","12","point grid contour skeleton region point grid contour skeleton region point grid","32 0.926 0.554 0.697 0.817 26 0.209 0.579 0.958 0.881 37 0.233","0.16740110516548157","null","null"
"TR","12","10","14","skeleton region point grid contour skeleton region point grid contour skeleton region point grid","0.463 0.164 25 0.736 0.98 0.994 0.283 42 0.539 0.65 0.716 0.455 12 0.566","0.15239346027374268","null","null"
"TR","12","11","18","skeleton region point grid contour skeleton region point grid contour skeleton region point grid contour skeleton region point","0.819 0.377 30 0.605 0.914 0.47 0.886 47 0.195 0.594 0.198 0.531 36 0.931 0.431 0.428 0.145 50","0.14769303798675537","null","null"
"TR","12","12","14","skeleton region point grid contour skeleton region point grid contour skeleton region point grid","0.128 0.22 16 0.487 0.674 0.269 0.157 40 0.838 0.685 0.608 0.277 31 0.124","0.1392894834280014","null","null"
